1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,4,12,0,0,4,0,0,0,11,11,0,0,1
1,0,11,11,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,11,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,11,1
1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,8,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
1,3,0,1,0,0,0,6,0,1,0,0,1,0,0,0,1,0,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
